hs4,품목명,google_signal,google_reason,kotra_signal,kotra_reason,final_signal_추천,결합근거,HHI_위험등급
2613,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 67건 중 위험/주의 9건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7013,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-06-05] 페루 중장비 시장 성장세 지속&hellip; 한국산 장비 수입 확대 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
2831,아이티온산나트륨과 술폭실산나트륨,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 4건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-09] 삼성중공업, 베트남 꽝응아이 법인 개소식 개최 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
7107,은을 입힌 비금속(卑金屬)(반가공한 ,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
2834,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
2918,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7802,납의 웨이스트(waste)와 스크랩(,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
3811,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 62건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7005,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7207,탄소의 함유량이 전 중량의 100분의,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 4건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-24] 호주수소협회, 산업탈탄소화협회로 새 출발 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
7402,정제하지 않은 구리와 전해정제용 구리,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 3, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-06-09] 멕시코 원유 공급망, 내수 정제 확대 정책으로 수출 축소로 재편 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
3601,화약,GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 3, Google 11건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-30] ‘K-유도무기의 심장’ 비츠로셀, 美 펜타곤 공급망 뚫는다 - 아시아투데이 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,두 소스 모두 저위험 → 최댓값 채택,RED
2920,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-06-05] 페루 중장비 시장 성장세 지속&hellip; 한국산 장비 수입 확대 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
2827,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7014,신호용 유리제품과 유리로 만든 광학소,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 2건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-10] 운전자 없는 웨이모의 신호위반? 美 자율주행 생태계와 스마트카 진출 기회 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
7209,두께가 1밀리미터 초과 3밀리미터 미,GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 0, Google 2건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-08-05] 알리-쉬인 등 '직구' 어린이 물놀이용품에 유해물질 - 네이트 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,두 소스 모두 저위험 → 최댓값 채택,RED
3207,액체 상태 러스터(lustre)와 이,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
6902,알루미나(Al2O3)ㆍ실리카(SiO2,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 3, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-05-27] 공급망 충격과 CEPA 발효, UAE 알루미늄 공급망의 위기와 기회 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2526,부수거나 가루인 것,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2806,염화수소(염산),NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
8549,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
7203,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
2903,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
3918,염화비닐의 중합체로 만든 것,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-22] 네덜란드 바닥재 시장을 뒤흔든 키워드, &lsquo;친환경 데이터&rsquo;와 &lsquo;루즈레이&rsq | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
2814,암모니아수,GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 0, Google 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-08-01] [영상]LNG 다음은 암모니아?…삼성중공업이 뛰어든 이유 - 더구루 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2850,수소화물ㆍ질화물ㆍ아지드화물ㆍ규화물ㆍ붕,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 6건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-24] 호주수소협회, 산업탈탄소화협회로 새 출발 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
6904,건축용 벽돌,GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 0, Google 2건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-08-04] [SDG 13] 한국 저탄소 벽돌 기술, 파키스탄 현지 실증 성공…Verra 탄소사업 등록 추진 - SDG뉴 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 3건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-08-05] 캐나다 건설 숙련공 양성 정책과 건축시장 기회 요인 분석 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",GREEN,두 소스 모두 저위험 → 최댓값 채택,RED
2525,운모 가루,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2708,피치(pitch),GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 3, Google 20건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-08-04] 아시아에너지, 바이오선박유 수출 신호탄…유럽 공급망 확대 나선다 - 뉴스프리존 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,두 소스 모두 저위험 → 최댓값 채택,RED
7019,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-06-05] 페루 중장비 시장 성장세 지속&hellip; 한국산 장비 수입 확대 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
6802,대리석ㆍ트래버틴(travertine),NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,YELLOW,"① [KOTRA] 매칭 근거: 분쟁, 무역분쟁 (최고점수 10, KOTRA 1건 중 위험/주의 1건) | ② 최고 위험 기사: [2026-06-05] [기고] 한&middot;중 기업 무역분쟁 사례로 보는 중국의 &lsquo;익명대리&rsquo; 제도 | ③ 판정: 주의 수준 신호 일부 확인 → 구조 지표(HHI)와 함께 모니터링, 성급한 RED 격상은 지양.",YELLOW,두 소스 모두 저위험 → 최댓값 채택,RED
2942,그 밖의 유기화합물,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2923,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
3703,기타[천연색 사진용(폴리크롬)으로 한,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,NO_DATA,두 소스 모두 저위험 → 최댓값 채택,RED
9406,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 65건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",RED
2837,시안착염,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 3, KOTRA 3건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-03] 중국 섬서성 반도체 산업 동향 시안, 중국 서부 반도체 공급망의 핵심 거점 | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2910,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 62건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7607,뒷면을 붙인 것,GREEN,"① [Google] 매칭 근거: 매칭 키워드 없음 (최고점수 0, Google 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-07-28] 요즘 Z세대 휴대폰엔 다 있다… '거북이 부적' 정체 - magazine.hankyung.com | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,두 소스 모두 저위험 → 최댓값 채택,RED
3919,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7020,유리로 만든 그 밖의 제품,NO_DATA,[Google] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,GREEN,"① [KOTRA] 매칭 근거: 매칭 키워드 없음 (최고점수 0, KOTRA 1건 중 위험/주의 0건) | ② 최고 위험 기사: [2026-05-29] 네덜란드 유리온실 현황 및 미래  | ③ 판정: 위험 신호 미확인 → 뉴스상으로는 안정적, 다만 구조적 HHI 위험도는 별도 확인 필요.",NO_DATA,두 소스 모두 저위험 → 최댓값 채택,YELLOW
2828,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
7307,기타,RED,"① [Google] 매칭 근거: 수출금지 (최고점수 13, Google 61건 중 위험/주의 8건) | ② 최고 위험 기사: [2026-07-31] 트럼프 ""핵심광물 재활용 필수""…폐배터리 등 수출 금지 지시 - 네이트 | ③ 판정: 위험 신호 반복/고득점 확인 → 구조적 RED 판정과 일치, 즉시 대체선 검토 권고.",NO_DATA,[KOTRA] 관련 기사 0건 수집. | 이 소스만으로는 판단 불가 — 신호는 구조지표(HHI)로 대체 판단 필요. | 다른 소스(Google/KOTRA)의 결과를 함께 확인할 것.,RED,"Google(조기경보) RED, KOTRA 데이터 부족(발행빈도 낮음) → Google 단독 RED 채택",YELLOW
